Gm#,Date,Tm,Opp,Attendance,,,,,,,,,,,,,,,,,
307,"Tuesday, Aug 24",BOS,MIN,"27,986",,,,,,,,,,,,,,,,,
308,"Wednesday, Aug 25",BOS,MIN,"28,923",,,,,,,,,,,,,,,,,
309,"Thursday, Aug 26",BOS,MIN,"33,746",,,,,,,,,,,,,,,,,
310,"Friday, Sep 3",BOS,CLE,"31,127",,,,,,,,,,,,,,,,,
311,"Saturday, Sep 4",BOS,CLE,"33,081",,,,,,,,,,,,,,,,,
312,"Sunday, Sep 5",BOS,CLE,"27,578",,,,,,,,,,,,,,,,,
313,"Monday, Sep 6",BOS,TBR,"26,512",,,,,,,,,,,,,,,,,
314,"Tuesday, Sep 7",BOS,TBR,"25,065",,,,,,,,,,,,,,,,,
315,"Wednesday, Sep 8",BOS,TBR,"26,649",,,,,,,,,,,,,,,,,
316,"Friday, Sep 17",BOS,BAL,"29,811",,,,,,,,,,,,,,,,,
317,"Saturday, Sep 18",BOS,BAL,"30,027",,,,,,,,,,,,,,,,,
318,"Sunday, Sep 19",BOS,BAL,"27,010",,,,,,,,,,,,,,,,,
319,"Tuesday, Sep 21",BOS,NYM,"32,146",,,,,,,,,,,,,,,,,
320,"Wednesday, Sep 22",BOS,NYM,"30,254",,,,,,,,,,,,,,,,,
321,"Friday, Sep 24",BOS,NYY,"36,026",,,,,,,,,,,,,,,,,
322,"Saturday, Sep 25",BOS,NYY,"36,103",,,,,,,,,,,,,,,,,
323,"Sunday, Sep 26",BOS,NYY,"36,312",,,,,,,,,,,,,,,,,
324,"Thursday, Apr 1",CHC,PIT,"10,343",,,,,,,,,,,,,,,,,
325,"Saturday, Apr 3",CHC,PIT,"10,343",,,,,,,,,,,,,,,,,
326,"Sunday, Apr 4",CHC,PIT,"10,343",,,,,,,,,,,,,,,,,
327,"Monday, Apr 5",CHC,MIL,"10,343",,,,,,,,,,,,,,,,,
328,"Tuesday, Apr 6",CHC,MIL,"10,343",,,,,,,,,,,,,,,,,
329,"Wednesday, Apr 7",CHC,MIL,"10,343",,,,,,,,,,,,,,,,,
330,"Friday, Apr 16",CHC,ATL,"10,343",,,,,,,,,,,,,,,,,
331,"Saturday, Apr 17",CHC,ATL,"10,343",,,,,,,,,,,,,,,,,
332,"Sunday, Apr 18",CHC,ATL,"10,343",,,,,,,,,,,,,,,,,
333,"Tuesday, Apr 20",CHC,NYM,"10,137",,,,,,,,,,,,,,,,,
334,"Wednesday, Apr 21",CHC,NYM,"10,196",,,,,,,,,,,,,,,,,
335,"Thursday, Apr 22",CHC,NYM,"10,343",,,,,,,,,,,,,,,,,
336,"Friday, Apr 23",CHC,MIL,"10,343",,,,,,,,,,,,,,,,,
337,"Saturday, Apr 24",CHC,MIL,"10,343",,,,,,,,,,,,,,,,,
338,"Sunday, Apr 25",CHC,MIL,"10,343",,,,,,,,,,,,,,,,,
339,"Tuesday, May 4 (1)",CHC,LAD,"10,295",,,,,,,,,,,,,,,,,
340,"Tuesday, May 4 (2)",CHC,LAD,"10,343",,,,,,,,,,,,,,,,,
341,"Wednesday, May 5",CHC,LAD,"10,343",,,,,,,,,,,,,,,,,
342,"Friday, May 7",CHC,PIT,"10,343",,,,,,,,,,,,,,,,,
343,"Saturday, May 8",CHC,PIT,"10,343",,,,,,,,,,,,,,,,,
344,"Sunday, May 9",CHC,PIT,"10,343",,,,,,,,,,,,,,,,,
345,"Monday, May 17",CHC,WSN,"11,144",,,,,,,,,,,,,,,,,
346,"Tuesday, May 18",CHC,WSN,"11,142",,,,,,,,,,,,,,,,,
347,"Wednesday, May 19",CHC,WSN,"11,145",,,,,,,,,,,,,,,,,
348,"Thursday, May 20",CHC,WSN,"11,143",,,,,,,,,,,,,,,,,
349,"Friday, May 28",CHC,CIN,"18,478",,,,,,,,,,,,,,,,,
350,"Saturday, May 29",CHC,CIN,"24,275",,,,,,,,,,,,,,,,,
351,"Sunday, May 30",CHC,CIN,"24,824",,,,,,,,,,,,,,,,,
352,"Monday, May 31",CHC,SDP,"24,824",,,,,,,,,,,,,,,,,
353,"Tuesday, Jun 1",CHC,SDP,"24,824",,,,,,,,,,,,,,,,,
354,"Wednesday, Jun 2",CHC,SDP,"22,056",,,,,,,,,,,,,,,,,
355,"Friday, Jun 11",CHC,STL,"35,112",,,,,,,,,,,,,,,,,
356,"Saturday, Jun 12",CHC,STL,"39,095",,,,,,,,,,,,,,,,,
357,"Sunday, Jun 13",CHC,STL,"35,225",,,,,,,,,,,,,,,,,
358,"Friday, Jun 18",CHC,MIA,"32,505",,,,,,,,,,,,,,,,,
359,"Saturday, Jun 19",CHC,MIA,"35,846",,,,,,,,,,,,,,,,,
360,"Sunday, Jun 20",CHC,MIA,"37,158",,,,,,,,,,,,,,,,,
361,"Monday, Jun 21",CHC,CLE,"32,934",,,,,,,,,,,,,,,,,
362,"Tuesday, Jun 22",CHC,CLE,"35,493",,,,,,,,,,,,,,,,,
363,"Monday, Jul 5",CHC,PHI,"37,165",,,,,,,,,,,,,,,,,
364,"Tuesday, Jul 6",CHC,PHI,"30,095",,,,,,,,,,,,,,,,,
365,"Wednesday, Jul 7",CHC,PHI,"28,860",,,,,,,,,,,,,,,,,
366,"Thursday, Jul 8",CHC,PHI,"30,727",,,,,,,,,,,,,,,,,
367,"Friday, Jul 9",CHC,STL,"36,192",,,,,,,,,,,,,,,,,
368,"Saturday, Jul 10",CHC,STL,"39,368",,,,,,,,,,,,,,,,,
369,"Friday, Jul 23",CHC,ARI,"34,059",,,,,,,,,,,,,,,,,
370,"Saturday, Jul 24",CHC,ARI,"37,190",,,,,,,,,,,,,,,,,
371,"Sunday, Jul 25",CHC,ARI,"32,602",,,,,,,,,,,,,,,,,
372,"Monday, Jul 26",CHC,CIN,"29,215",,,,,,,,,,,,,,,,,
373,"Tuesday, Jul 27",CHC,CIN,"28,153",,,,,,,,,,,,,,,,,
374,"Wednesday, Jul 28",CHC,CIN,"30,134",,,,,,,,,,,,,,,,,
375,"Thursday, Jul 29",CHC,CIN,"32,793",,,,,,,,,,,,,,,,,
376,"Friday, Aug 6",CHC,CHW,"39,539",,,,,,,,,,,,,,,,,
377,"Saturday, Aug 7",CHC,CHW,"40,077",,,,,,,,,,,,,,,,,
378,"Sunday, Aug 8",CHC,CHW,"39,412",,,,,,,,,,,,,,,,,
379,"Tuesday, Aug 10 (1)",CHC,MIL,"29,031",,,,,,,,,,,,,,,,,
380,"Tuesday, Aug 10 (2)",CHC,MIL,"28,674",,,,,,,,,,,,,,,,,
381,"Wednesday, Aug 11",CHC,MIL,"29,619",,,,,,,,,,,,,,,,,
382,"Thursday, Aug 12",CHC,MIL,"32,502",,,,,,,,,,,,,,,,,
383,"Friday, Aug 20",CHC,KCR,"31,835",,,,,,,,,,,,,,,,,
384,"Saturday, Aug 21",CHC,KCR,"34,005",,,,,,,,,,,,,,,,,
385,"Sunday, Aug 22",CHC,KCR,"29,640",,,,,,,,,,,,,,,,,
386,"Monday, Aug 23",CHC,COL,"25,577",,,,,,,,,,,,,,,,,
387,"Wednesday, Aug 25 (1)",CHC,COL,"24,161",,,,,,,,,,,,,,,,,
388,"Wednesday, Aug 25 (2)",CHC,COL,"24,936",,,,,,,,,,,,,,,,,
389,"Thursday, Sep 2",CHC,PIT,"26,963",,,,,,,,,,,,,,,,,
390,"Friday, Sep 3",CHC,PIT,"24,441",,,,,,,,,,,,,,,,,
391,"Saturday, Sep 4",CHC,PIT,"30,020",,,,,,,,,,,,,,,,,
392,"Sunday, Sep 5",CHC,PIT,"30,155",,,,,,,,,,,,,,,,,
393,"Monday, Sep 6",CHC,CIN,"27,289",,,,,,,,,,,,,,,,,
394,"Tuesday, Sep 7",CHC,CIN,"24,925",,,,,,,,,,,,,,,,,
395,"Wednesday, Sep 8",CHC,CIN,"25,861",,,,,,,,,,,,,,,,,
396,"Friday, Sep 10",CHC,SFG,"29,439",,,,,,,,,,,,,,,,,
397,"Saturday, Sep 11",CHC,SFG,"34,723",,,,,,,,,,,,,,,,,
398,"Sunday, Sep 12",CHC,SFG,"32,021",,,,,,,,,,,,,,,,,
399,"Tuesday, Sep 21",CHC,MIN,"25,594",,,,,,,,,,,,,,,,,
400,"Wednesday, Sep 22",CHC,MIN,"24,402",,,,,,,,,,,,,,,,,
401,"Friday, Sep 24 (1)",CHC,STL,"29,030",,,,,,,,,,,,,,,,,
402,"Friday, Sep 24 (2)",CHC,STL,"35,020",,,,,,,,,,,,,,,,,
403,"Saturday, Sep 25",CHC,STL,"32,918",,,,,,,,,,,,,,,,,
404,"Sunday, Sep 26",CHC,STL,"26,547",,,,,,,,,,,,,,,,,
405,"Thursday, Apr 8",CHW,KCR,"8,207",,,,,,,,,,,,,,,,,
406,"Sunday, Apr 11",CHW,KCR,"7,695",,,,,,,,,,,,,,,,,
407,"Monday, Apr 12",CHW,CLE,"7,393",,,,,,,,,,,,,,,,,
408,"Tuesday, Apr 13",CHW,CLE,"7,102",,,,,,,,,,,,,,,,,
409,"Wednesday, Apr 14",CHW,CLE,"7,148",,,,,,,,,,,,,,,,,
410,"Thursday, Apr 15",CHW,CLE,"7,049",,,,,,,,,,,,,,,,,
411,"Friday, Apr 23",CHW,TEX,"8,969",,,,,,,,,,,,,,,,,
412,"Saturday, Apr 24",CHW,TEX,"8,556",,,,,,,,,,,,,,,,,
413,"Sunday, Apr 25",CHW,TEX,"9,285",,,,,,,,,,,,,,,,,
414,"Tuesday, Apr 27",CHW,DET,"9,445",,,,,,,,,,,,,,,,,
415,"Thursday, Apr 29 (1)",CHW,DET,,,,,,,,,,,,,,,,,,
416,"Thursday, Apr 29 (2)",CHW,DET,"7,628",,,,,,,,,,,,,,,,,
417,"Friday, Apr 30",CHW,CLE,"9,405",,,,,,,,,,,,,,,,,
418,"Saturday, May 1",CHW,CLE,"9,451",,,,,,,,,,,,,,,,,
419,"Sunday, May 2",CHW,CLE,"9,471",,,,,,,,,,,,,,,,,
420,"Tuesday, May 11",CHW,MIN,"7,962",,,,,,,,,,,,,,,,,
421,"Wednesday, May 12",CHW,MIN,"8,393",,,,,,,,,,,,,,,,,
422,"Thursday, May 13",CHW,MIN,"8,188",,,,,,,,,,,,,,,,,
423,"Friday, May 14 (1)",CHW,KCR,"8,574",,,,,,,,,,,,,,,,,
424,"Friday, May 14 (2)",CHW,KCR,"9,823",,,,,,,,,,,,,,,,,
425,"Saturday, May 15",CHW,KCR,"9,886",,,,,,,,,,,,,,,,,
426,"Sunday, May 16",CHW,KCR,"9,928",,,,,,,,,,,,,,,,,
427,"Monday, May 24",CHW,STL,"14,629",,,,,,,,,,,,,,,,,
428,"Tuesday, May 25",CHW,STL,"16,380",,,,,,,,,,,,,,,,,
429,"Wednesday, May 26",CHW,STL,"14,791",,,,,,,,,,,,,,,,,
430,"Thursday, May 27",CHW,BAL,"9,671",,,,,,,,,,,,,,,,,
431,"Saturday, May 29 (1)",CHW,BAL,,,,,,,,,,,,,,,,,,
432,"Saturday, May 29 (2)",CHW,BAL,"20,029",,,,,,,,,,,,,,,,,
433,"Sunday, May 30",CHW,BAL,"21,067",,,,,,,,,,,,,,,,,
434,"Thursday, Jun 3",CHW,DET,"12,845",,,,,,,,,,,,,,,,,
435,"Friday, Jun 4",CHW,DET,"21,637",,,,,,,,,,,,,,,,,
436,"Saturday, Jun 5",CHW,DET,"21,719",,,,,,,,,,,,,,,,,
437,"Sunday, Jun 6",CHW,DET,"20,068",,,,,,,,,,,,,,,,,
438,"Tuesday, Jun 8",CHW,TOR,"12,761",,,,,,,,,,,,,,,,,
439,"Wednesday, Jun 9",CHW,TOR,"14,438",,,,,,,,,,,,,,,,,
440,"Thursday, Jun 10",CHW,TOR,"16,903",,,,,,,,,,,,,,,,,
441,"Monday, Jun 14",CHW,TBR,"18,024",,,,,,,,,,,,,,,,,
442,"Tuesday, Jun 15",CHW,TBR,"19,259",,,,,,,,,,,,,,,,,
443,"Wednesday, Jun 16",CHW,TBR,"20,098",,,,,,,,,,,,,,,,,
444,"Friday, Jun 25",CHW,SEA,"32,189",,,,,,,,,,,,,,,,,
445,"Saturday, Jun 26",CHW,SEA,"30,017",,,,,,,,,,,,,,,,,
446,"Sunday, Jun 27",CHW,SEA,"30,017",,,,,,,,,,,,,,,,,
447,"Tuesday, Jun 29",CHW,MIN,"17,382",,,,,,,,,,,,,,,,,
448,"Wednesday, Jun 30",CHW,MIN,"16,803",,,,,,,,,,,,,,,,,
449,"Thursday, Jul 1",CHW,MIN,"24,944",,,,,,,,,,,,,,,,,
450,"Friday, Jul 16",CHW,HOU,"34,516",,,,,,,,,,,,,,,,,
451,"Saturday, Jul 17",CHW,HOU,"34,304",,,,,,,,,,,,,,,,,
452,"Sunday, Jul 18",CHW,HOU,"34,148",,,,,,,,,,,,,,,,,
453,"Monday, Jul 19 (1)",CHW,MIN,,,,,,,,,,,,,,,,,,
454,"Monday, Jul 19 (2)",CHW,MIN,"18,272",,,,,,,,,,,,,,,,,
455,"Tuesday, Jul 20",CHW,MIN,"17,703",,,,,,,,,,,,,,,,,
456,"Wednesday, Jul 21",CHW,MIN,"25,600",,,,,,,,,,,,,,,,,
457,"Friday, Jul 30",CHW,CLE,"36,123",,,,,,,,,,,,,,,,,
458,"Saturday, Jul 31",CHW,CLE,"35,866",,,,,,,,,,,,,,,,,
459,"Sunday, Aug 1",CHW,CLE,"34,344",,,,,,,,,,,,,,,,,
460,"Tuesday, Aug 3",CHW,KCR,"19,369",,,,,,,,,,,,,,,,,
461,"Wednesday, Aug 4",CHW,KCR,"22,793",,,,,,,,,,,,,,,,,
462,"Thursday, Aug 5",CHW,KCR,"23,589",,,,,,,,,,,,,,,,,
463,"Thursday, Aug 12",CHW,NYY,"7,832",,,,,,,,,,,,,,,,,
464,"Saturday, Aug 14",CHW,NYY,"38,477",,,,,,,,,,,,,,,,,
465,"Sunday, Aug 15",CHW,NYY,"37,696",,,,,,,,,,,,,,,,,
466,"Monday, Aug 16",CHW,OAK,"19,410",,,,,,,,,,,,,,,,,
467,"Tuesday, Aug 17",CHW,OAK,"21,025",,,,,,,,,,,,,,,,,
468,"Wednesday, Aug 18",CHW,OAK,"22,780",,,,,,,,,,,,,,,,,
469,"Thursday, Aug 19",CHW,OAK,"23,853",,,,,,,,,,,,,,,,,
470,"Friday, Aug 27",CHW,CHC,"37,892",,,,,,,,,,,,,,,,,
471,"Saturday, Aug 28",CHW,CHC,"38,668",,,,,,,,,,,,,,,,,
472,"Sunday, Aug 29",CHW,CHC,"38,565",,,,,,,,,,,,,,,,,
473,"Tuesday, Aug 31",CHW,PIT,"19,221",,,,,,,,,,,,,,,,,
474,"Wednesday, Sep 1",CHW,PIT,"19,231",,,,,,,,,,,,,,,,,
475,"Friday, Sep 10",CHW,BOS,"34,365",,,,,,,,,,,,,,,,,
476,"Saturday, Sep 11",CHW,BOS,"37,854",,,,,,,,,,,,,,,,,
477,"Sunday, Sep 12",CHW,BOS,"36,178",,,,,,,,,,,,,,,,,
478,"Tuesday, Sep 14",CHW,LAA,"21,848",,,,,,,,,,,,,,,,,
479,"Wednesday, Sep 15",CHW,LAA,"26,505",,,,,,,,,,,,,,,,,
480,"Thursday, Sep 16",CHW,LAA,"27,098",,,,,,,,,,,,,,,,,
481,"Tuesday, Sep 28",CHW,CIN,"25,242",,,,,,,,,,,,,,,,,
482,"Wednesday, Sep 29",CHW,CIN,"23,018",,,,,,,,,,,,,,,,,
483,"Friday, Oct 1",CHW,DET,"30,729",,,,,,,,,,,,,,,,,
484,"Saturday, Oct 2",CHW,DET,"36,320",,,,,,,,,,,,,,,,,
485,"Sunday, Oct 3",CHW,DET,"30,722",,,,,,,,,,,,,,,,,
486,"Thursday, Apr 1",CIN,STL,"12,264",,,,,,,,,,,,,,,,,
487,"Saturday, Apr 3",CIN,STL,"12,213",,,,,,,,,,,,,,,,,
488,"Sunday, Apr 4",CIN,STL,"11,629",,,,,,,,,,,,,,,,,
489,"Monday, Apr 5",CIN,PIT,"9,097",,,,,,,,,,,,,,,,,
490,"Tuesday, Apr 6",CIN,PIT,"11,093",,,,,,,,,,,,,,,,,
491,"Wednesday, Apr 7",CIN,PIT,"11,463",,,,,,,,,,,,,,,,,
492,"Friday, Apr 16",CIN,CLE,"12,497",,,,,,,,,,,,,,,,,
493,"Saturday, Apr 17",CIN,CLE,"12,598",,,,,,,,,,,,,,,,,
494,"Sunday, Apr 18",CIN,CLE,"12,551",,,,,,,,,,,,,,,,,
495,"Tuesday, Apr 20",CIN,ARI,"8,085",,,,,,,,,,,,,,,,,
496,"Wednesday, Apr 21",CIN,ARI,"8,025",,,,,,,,,,,,,,,,,
497,"Thursday, Apr 22",CIN,ARI,"7,549",,,,,,,,,,,,,,,,,
498,"Friday, Apr 30",CIN,CHC,"16,090",,,,,,,,,,,,,,,,,
499,"Saturday, May 1",CIN,CHC,"17,077",,,,,,,,,,,,,,,,,
500,"Sunday, May 2",CIN,CHC,"16,755",,,,,,,,,,,,,,,,,
501,"Tuesday, May 4",CIN,CHW,"10,209",,,,,,,,,,,,,,,,,
502,"Wednesday, May 5",CIN,CHW,"10,247",,,,,,,,,,,,,,,,,
503,"Monday, May 17",CIN,SFG,"11,004",,,,,,,,,,,,,,,,,
504,"Tuesday, May 18",CIN,SFG,"8,745",,,,,,,,,,,,,,,,,
505,"Wednesday, May 19",CIN,SFG,"10,326",,,,,,,,,,,,,,,,,
506,"Thursday, May 20",CIN,SFG,"11,656",,,,,,,,,,,,,,,,,
507,"Friday, May 21",CIN,MIL,"17,234",,,,,,,,,,,,,,,,,
508,"Saturday, May 22",CIN,MIL,"17,611",,,,,,,,,,,,,,,,,
509,"Sunday, May 23",CIN,MIL,"16,171",,,,,,,,,,,,,,,,,
510,"Monday, May 31",CIN,PHI,"17,878",,,,,,,,,,,,,,,,,
511,"Tuesday, Jun 1",CIN,PHI,"10,788",,,,,,,,,,,,,,,,,
512,"Tuesday, Jun 8",CIN,MIL,"11,897",,,,,,,,,,,,,,,,,
513,"Wednesday, Jun 9",CIN,MIL,"11,862",,,,,,,,,,,,,,,,,
514,"Thursday, Jun 10",CIN,MIL,"12,423",,,,,,,,,,,,,,,,,
515,"Friday, Jun 11",CIN,COL,"20,505",,,,,,,,,,,,,,,,,
516,"Saturday, Jun 12",CIN,COL,"23,765",,,,,,,,,,,,,,,,,
517,"Sunday, Jun 13",CIN,COL,"18,268",,,,,,,,,,,,,,,,,
518,"Thursday, Jun 24",CIN,ATL,"23,941",,,,,,,,,,,,,,,,,
519,"Friday, Jun 25",CIN,ATL,"30,231",,,,,,,,,,,,,,,,,
520,"Saturday, Jun 26",CIN,ATL,"34,671",,,,,,,,,,,,,,,,,
521,"Sunday, Jun 27",CIN,ATL,"21,696",,,,,,,,,,,,,,,,,
522,"Monday, Jun 28",CIN,PHI,"21,006",,,,,,,,,,,,,,,,,
523,"Tuesday, Jun 29",CIN,SDP,"16,332",,,,,,,,,,,,,,,,,
524,"Wednesday, Jun 30",CIN,SDP,"12,084",,,,,,,,,,,,,,,,,
525,"Thursday, Jul 1",CIN,SDP,"16,620",,,,,,,,,,,,,,,,,
526,"Friday, Jul 2",CIN,CHC,"40,854",,,,,,,,,,,,,,,,,
527,"Saturday, Jul 3",CIN,CHC,"36,815",,,,,,,,,,,,,,,,,
528,"Sunday, Jul 4",CIN,CHC,"29,340",,,,,,,,,,,,,,,,,
529,"Friday, Jul 16",CIN,MIL,"34,844",,,,,,,,,,,,,,,,,
530,"Saturday, Jul 17",CIN,MIL,"37,204",,,,,,,,,,,,,,,,,
531,"Sunday, Jul 18",CIN,MIL,"29,001",,,,,,,,,,,,,,,,,
532,"Monday, Jul 19",CIN,NYM,"17,080",,,,,,,,,,,,,,,,,
533,"Tuesday, Jul 20",CIN,NYM,"19,096",,,,,,,,,,,,,,,,,
534,"Wednesday, Jul 21",CIN,NYM,"19,896",,,,,,,,,,,,,,,,,
535,"Friday, Jul 23",CIN,STL,"30,605",,,,,,,,,,,,,,,,,
536,"Saturday, Jul 24",CIN,STL,"33,489",,,,,,,,,,,,,,,,,
537,"Sunday, Jul 25",CIN,STL,"21,947",,,,,,,,,,,,,,,,,
538,"Tuesday, Aug 3",CIN,MIN,"18,396",,,,,,,,,,,,,,,,,
539,"Wednesday, Aug 4",CIN,MIN,"16,828",,,,,,,,,,,,,,,,,
540,"Thursday, Aug 5",CIN,PIT,"19,393",,,,,,,,,,,,,,,,,
541,"Friday, Aug 6",CIN,PIT,"27,804",,,,,,,,,,,,,,,,,
542,"Saturday, Aug 7",CIN,PIT,"31,297",,,,,,,,,,,,,,,,,
543,"Sunday, Aug 8",CIN,PIT,"23,740",,,,,,,,,,,,,,,,,
544,"Monday, Aug 16",CIN,CHC,"15,404",,,,,,,,,,,,,,,,,
545,"Tuesday, Aug 17",CIN,CHC,"13,989",,,,,,,,,,,,,,,,,
546,"Wednesday, Aug 18",CIN,CHC,"16,922",,,,,,,,,,,,,,,,,
547,"Thursday, Aug 19",CIN,MIA,"11,581",,,,,,,,,,,,,,,,,
548,"Friday, Aug 20",CIN,MIA,"19,106",,,,,,,,,,,,,,,,,
549,"Saturday, Aug 21",CIN,MIA,"34,433",,,,,,,,,,,,,,,,,
550,"Sunday, Aug 22",CIN,MIA,"17,797",,,,,,,,,,,,,,,,,
551,"Monday, Aug 30",CIN,STL,"10,773",,,,,,,,,,,,,,,,,
552,"Wednesday, Sep 1 (1)",CIN,STL,"10,365",,,,,,,,,,,,,,,,,
553,"Wednesday, Sep 1 (2)",CIN,STL,"10,892",,,,,,,,,,,,,,,,,
554,"Friday, Sep 3",CIN,DET,"19,430",,,,,,,,,,,,,,,,,
555,"Saturday, Sep 4",CIN,DET,"26,962",,,,,,,,,,,,,,,,,
556,"Sunday, Sep 5",CIN,DET,"23,083",,,,,,,,,,,,,,,,,
557,"Friday, Sep 17",CIN,LAD,"28,926",,,,,,,,,,,,,,,,,
558,"Saturday, Sep 18",CIN,LAD,"29,861",,,,,,,,,,,,,,,,,
559,"Sunday, Sep 19",CIN,LAD,"26,621",,,,,,,,,,,,,,,,,
560,"Monday, Sep 20",CIN,PIT,"17,086",,,,,,,,,,,,,,,,,
561,"Tuesday, Sep 21",CIN,PIT,"9,475",,,,,,,,,,,,,,,,,
562,"Thursday, Sep 23",CIN,WSN,"11,836",,,,,,,,,,,,,,,,,
563,"Friday, Sep 24",CIN,WSN,"16,021",,,,,,,,,,,,,,,,,
564,"Saturday, Sep 25",CIN,WSN,"18,293",,,,,,,,,,,,,,,,,
565,"Sunday, Sep 26",CIN,WSN,"21,328",,,,,,,,,,,,,,,,,
566,"Monday, Sep 27",CIN,PIT,"11,055",,,,,,,,,,,,,,,,,
567,"Monday, Apr 5",CLE,KCR,"8,914",,,,,,,,,,,,,,,,,
568,"Wednesday, Apr 7",CLE,KCR,"5,908",,,,,,,,,,,,,,,,,
569,"Friday, Apr 9",CLE,DET,"7,775",,,,,,,,,,,,,,,,,
570,"Saturday, Apr 10",CLE,DET,"7,570",,,,,,,,,,,,,,,,,
571,"Sunday, Apr 11",CLE,DET,"6,859",,,,,,,,,,,,,,,,,
572,"Tuesday, Apr 20",CLE,CHW,"4,176",,,,,,,,,,,,,,,,,
573,"Thursday, Apr 22",CLE,NYY,"6,380",,,,,,,,,,,,,,,,,
574,"Friday, Apr 23",CLE,NYY,"8,662",,,,,,,,,,,,,,,,,
575,"Saturday, Apr 24",CLE,NYY,"8,817",,,,,,,,,,,,,,,,,
576,"Sunday, Apr 25",CLE,NYY,"8,766",,,,,,,,,,,,,,,,,
577,"Monday, Apr 26",CLE,MIN,"4,555",,,,,,,,,,,,,,,,,
578,"Tuesday, Apr 27",CLE,MIN,"6,303",,,,,,,,,,,,,,,,,
579,"Wednesday, Apr 28",CLE,MIN,"5,903",,,,,,,,,,,,,,,,,
580,"Friday, May 7",CLE,CIN,"7,803",,,,,,,,,,,,,,,,,
581,"Saturday, May 8",CLE,CIN,"9,968",,,,,,,,,,,,,,,,,
582,"Tuesday, May 11",CLE,CHC,"8,024",,,,,,,,,,,,,,,,,
583,"Wednesday, May 12",CLE,CHC,"8,589",,,,,,,,,,,,,,,,,
584,"Friday, May 21",CLE,MIN,"11,675",,,,,,,,,,,,,,,,,
585,"Saturday, May 22",CLE,MIN,"11,505",,,,,,,,,,,,,,,,,
586,"Sunday, May 23",CLE,MIN,"9,805",,,,,,,,,,,,,,,,,
587,"Friday, May 28",CLE,TOR,"9,198",,,,,,,,,,,,,,,,,
588,"Sunday, May 30 (1)",CLE,TOR,,,,,,,,,,,,,,,,,,
589,"Sunday, May 30 (2)",CLE,TOR,"11,690",,,,,,,,,,,,,,,,,
590,"Monday, May 31 (1)",CLE,CHW,,,,,,,,,,,,,,,,,,
591,"Monday, May 31 (2)",CLE,CHW,"10,726",,,,,,,,,,,,,,,,,
592,"Tuesday, Jun 1",CLE,CHW,"7,132",,,,,,,,,,,,,,,,,
593,"Friday, Jun 11",CLE,SEA,"22,970",,,,,,,,,,,,,,,,,
594,"Saturday, Jun 12",CLE,SEA,"20,116",,,,,,,,,,,,,,,,,
595,"Sunday, Jun 13",CLE,SEA,"17,371",,,,,,,,,,,,,,,,,
596,"Monday, Jun 14",CLE,BAL,"11,181",,,,,,,,,,,,,,,,,
597,"Tuesday, Jun 15",CLE,BAL,"12,025",,,,,,,,,,,,,,,,,
598,"Wednesday, Jun 16",CLE,BAL,"12,825",,,,,,,,,,,,,,,,,
599,"Thursday, Jun 17",CLE,BAL,"15,121",,,,,,,,,,,,,,,,,
600,"Monday, Jun 28",CLE,DET,"13,128",,,,,,,,,,,,,,,,,
601,"Wednesday, Jun 30 (1)",CLE,DET,,,,,,,,,,,,,,,,,,
602,"Wednesday, Jun 30 (2)",CLE,DET,"11,627",,,,,,,,,,,,,,,,,
603,"Thursday, Jul 1",CLE,HOU,"13,772",,,,,,,,,,,,,,,,,
604,"Friday, Jul 2",CLE,HOU,"24,337",,,,,,,,,,,,,,,,,
605,"Saturday, Jul 3",CLE,HOU,"24,961",,,,,,,,,,,,,,,,,
606,"Sunday, Jul 4",CLE,HOU,"17,412",,,,,,,,,,,,,,,,,
607,"Thursday, Jul 8",CLE,KCR,"13,272",,,,,,,,,,,,,,,,,
608,"Friday, Jul 9",CLE,KCR,"21,395",,,,,,,,,,,,,,,,,
609,"Saturday, Jul 10",CLE,KCR,"24,077",,,,,,,,,,,,,,,,,
610,"Thursday, Jul 22",CLE,TBR,"19,338",,,,,,,,,,,,,,,,,
611,"Friday, Jul 23",CLE,TBR,"23,180",,,,,,,,,,,,,,,,,
612,"Saturday, Jul 24",CLE,TBR,"23,324",,,,,,,,,,,,,,,,,
613,"Sunday, Jul 25",CLE,TBR,"18,614",,,,,,,,,,,,,,,,,
614,"Tuesday, Jul 27",CLE,STL,"19,480",,,,,,,,,,,,,,,,,
615,"Wednesday, Jul 28",CLE,STL,"19,927",,,,,,,,,,,,,,,,,
616,"Friday, Aug 6",CLE,DET,"24,485",,,,,,,,,,,,,,,,,
617,"Saturday, Aug 7",CLE,DET,"24,560",,,,,,,,,,,,,,,,,
618,"Sunday, Aug 8",CLE,DET,"19,899",,,,,,,,,,,,,,,,,
619,"Monday, Aug 9",CLE,CIN,"10,708",,,,,,,,,,,,,,,,,
620,"Tuesday, Aug 10",CLE,OAK,"13,041",,,,,,,,,,,,,,,,,
621,"Wednesday, Aug 11",CLE,OAK,"13,560",,,,,,,,,,,,,,,,,
622,"Thursday, Aug 12",CLE,OAK,"16,559",,,,,,,,,,,,,,,,,
623,"Friday, Aug 20",CLE,LAA,"22,755",,,,,,,,,,,,,,,,,
624,"Saturday, Aug 21",CLE,LAA,"31,406",,,,,,,,,,,,,,,,,
625,"Sunday, Aug 22",CLE,LAA,"1,832",,,,,,,,,,,,,,,,,
